,nom,num_rodal,actuacion,area_afectada,any_o_periodicitat,any_programat
135,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2027
136,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2028
137,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2029
138,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2030
139,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada arreu,4.77,2021,2021
140,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada arreu,4.77,2026,2026
141,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada de manteniment d'infraestructures i/o elements singulars,2.3,5,2022
142,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada de manteniment d'infraestructures i/o elements singulars,2.3,5,2027
143,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada de selecció,9.55,2021,2021
144,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2022
145,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2023
146,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2024
147,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2025
148,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2026
149,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2027
150,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2028
151,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2029
152,EL SOLÀ,1,Aprofitament de llenya per consum propi,23.63,1,2030
153,EL SOLÀ,1,Tallada de manteniment d'infraestructures i/o elements singulars,3.19,2030,2030
154,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2022
155,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2023
156,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2024
157,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2025
158,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2026
159,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2027
160,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2028
161,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2029
162,EL SOLÀ,2,Aprofitament de llenya per consum propi,15.92,1,2030
163,EL SOLÀ,2,Tallada de manteniment d'infraestructures i/o elements singulars,1.43,2029,2029
164,EL SOLÀ,3,Aclarida baixa,4.85,2018,2018
165,EL SOLÀ,4,Aclarida baixa,6.51,2020,2020
166,EL SOLÀ,4,Tallada de manteniment d'infraestructures i/o elements singulars,1.38,2019,2019
167,EL SOLÀ,5,Aclarida baixa,15.17,2021,2021
168,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2022
169,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2023
170,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2024
171,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2025
172,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2026
173,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2027
174,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2028
175,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2029
176,EL SOLÀ,5,Aprofitament de llenya per consum propi,15.17,1,2030
177,EL SOLÀ,5,Tallada de manteniment d'infraestructures i/o elements singulars,1.94,2020,2020
178,EL SOLÀ,6,Aclarida baixa,23.46,2019,2019
179,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2022
180,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2023
181,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2024
182,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2025
183,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2026
184,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2027
185,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2028
186,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2029
187,EL SOLÀ,6,Aprofitament de llenya per consum propi,23.46,1,2030
188,EL SOLÀ,6,Tallada de manteniment d'infraestructures i/o elements singulars,2.34,2018,2018
189,EL SOLÀ,7,Aclarida baixa,11.54,2022,2022
190,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2022
191,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2023
192,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2024
193,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2025
194,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2026
195,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2027
196,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2028
197,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2029
198,EL SOLÀ,7,Aprofitament de llenya per consum propi,11.54,1,2030
199,EL SOLÀ,7,Tallada de manteniment d'infraestructures i/o elements singulars,0.57,2021,2021
200,EL SOLÀ,9,Aclarida baixa,6.73,2028,2028
201,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2022
202,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2023
203,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2024
204,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2025
205,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2026
206,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2027
207,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2028
208,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2029
209,EL SOLÀ,9,Aprofitament de llenya per consum propi,6.73,1,2030
210,EL SOLÀ,9,Tallada de manteniment d'infraestructures i/o elements singulars,0.63,2027,2027
211,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2022
212,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2023
213,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2024
214,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2025
215,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2026
216,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2027
217,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2028
218,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2029
219,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2030
220,LES VILAS,1,Tallada de manteniment d'infraestructures i/o elements singulars,3.5,5,2022
221,LES VILAS,1,Tallada de manteniment d'infraestructures i/o elements singulars,3.5,5,2027
222,LES VILAS,1,Tallada de selecció,34.7,2022,2022
223,LES VILAS,2,Adevesaments,38.36,2022,2022
224,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2022
225,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2023
226,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2024
227,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2025
228,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2026
229,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2027
230,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2028
231,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2029
232,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2030
233,LES VILAS,2,Tallada de manteniment d'infraestructures i/o elements singulars,4.2,5,2022
234,LES VILAS,2,Tallada de manteniment d'infraestructures i/o elements singulars,4.2,5,2027
235,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2022
236,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2023
237,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2024
238,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2025
239,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2026
240,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2027
241,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2028
242,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2029
243,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2030
244,LES VILAS,3,Tallada de manteniment d'infraestructures i/o elements singulars,2.6,5,2022
245,LES VILAS,3,Tallada de manteniment d'infraestructures i/o elements singulars,2.6,5,2027
246,LES VILAS,3,Tallada de selecció,17.99,2023,2023
247,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2022
248,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2023
249,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2024
250,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2025
251,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2026
252,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2027
253,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2028
254,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2029
255,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2030
256,LES VILAS,4,Tallada de manteniment d'infraestructures i/o elements singulars,3.5,5,2022
257,LES VILAS,4,Tallada de manteniment d'infraestructures i/o elements singulars,3.5,5,2027
258,LES VILAS,4,Tallada de selecció,27.08,2024,2024
259,LES VILAS,5,Adevesaments,27.82,2023,2023
260,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2022
261,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2023
262,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2024
263,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2025
264,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2026
265,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2027
266,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2028
267,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2029
268,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2030
269,LES VILAS,5,Tallada de manteniment d'infraestructures i/o elements singulars,4.5,5,2022
270,LES VILAS,5,Tallada de manteniment d'infraestructures i/o elements singulars,4.5,5,2027
271,LES VILAS,6,Adevesaments,34.66,2024,2024
272,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2022
273,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2023
274,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2024
275,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2025
276,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2026
277,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2027
278,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2028
279,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2029
280,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2030
281,LES VILAS,6,Tallada de manteniment d'infraestructures i/o elements singulars,4.0,5,2022
282,LES VILAS,6,Tallada de manteniment d'infraestructures i/o elements singulars,4.0,5,2027
283,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2022
284,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2023
285,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2024
286,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2025
287,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2026
288,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2027
289,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2028
290,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2029
291,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2030
292,LES VILAS,7,Tallada de manteniment d'infraestructures i/o elements singulars,2.1,5,2022
293,LES VILAS,7,Tallada de manteniment d'infraestructures i/o elements singulars,2.1,5,2027
294,MAS VILLARET,1,Aclarida baixa,2.3,2021,2021
295,MAS VILLARET,1,Tallada de manteniment d'infraestructures i/o elements singulars,0.5,5,2022
296,MAS VILLARET,1,Tallada de manteniment d'infraestructures i/o elements singulars,0.5,5,2027
297,MAS VILLARET,11,Desarrelament arbres i arbustos,1.08,2021,2021
298,MAS VILLARET,11,Despelegrinatge de suro,1.08,2021,2021
299,MAS VILLARET,11,Pela de suro,1.08,2021,2021
300,MAS VILLARET,12,Tallada final,0.31,2021,2021
301,MAS VILLARET,14,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2022
302,MAS VILLARET,14,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2027
303,MAS VILLARET,14,Tallada de selecció,2.3,2024,2024
304,MAS VILLARET,15,Desarrelament arbres i arbustos,9.05,2028,2028
