,nom,num_rodal,actuacion,area_afectada,any_o_periodicitat,any_programat
65,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2022
66,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2023
67,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2024
68,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2025
69,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2026
70,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2027
71,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2028
72,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2029
73,CAN BARRICÓ I CAN ESTEGALELLA,5,Aprofitament de llenya per consum propi,12.19,1,2030
74,CAN BARRICÓ I CAN ESTEGALELLA,5,Tallada de manteniment d'infraestructures i/o elements singulars,0.5,5,2021
75,CAN BARRICÓ I CAN ESTEGALELLA,5,Tallada de manteniment d'infraestructures i/o elements singulars,0.5,5,2026
76,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aclarida baixa,47.22,2024,2024
77,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2021
78,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2022
79,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2023
80,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2024
81,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2025
82,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2026
83,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2027
84,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2028
85,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2029
86,CAN BARRICÓ I CAN ESTEGALELLA,6a,Aprofitament de llenya per consum propi,47.22,1,2030
87,CAN BARRICÓ I CAN ESTEGALELLA,6a,Tallada de manteniment d'infraestructures i/o elements singulars,2.1,5,2021
88,CAN BARRICÓ I CAN ESTEGALELLA,6a,Tallada de manteniment d'infraestructures i/o elements singulars,2.1,5,2026
89,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aclarida baixa,36.77,2030,2030
90,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2021
91,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2022
92,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2023
93,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2024
94,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2025
95,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2026
96,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2027
97,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2028
98,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2029
99,CAN BARRICÓ I CAN ESTEGALELLA,6b,Aprofitament de llenya per consum propi,36.77,1,2030
100,CAN BARRICÓ I CAN ESTEGALELLA,6b,Tallada de manteniment d'infraestructures i/o elements singulars,3.0,5,2021
101,CAN BARRICÓ I CAN ESTEGALELLA,6b,Tallada de manteniment d'infraestructures i/o elements singulars,3.0,5,2026
102,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aclarida baixa,33.69,2021,2021
103,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2021
104,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2022
105,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2023
106,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2024
107,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2025
108,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2026
109,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2027
110,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2028
111,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2029
112,CAN BARRICÓ I CAN ESTEGALELLA,6c,Aprofitament de llenya per consum propi,33.69,1,2030
113,CAN BARRICÓ I CAN ESTEGALELLA,6c,Tallada de manteniment d'infraestructures i/o elements singulars,3.0,5,2021
114,CAN BARRICÓ I CAN ESTEGALELLA,6c,Tallada de manteniment d'infraestructures i/o elements singulars,3.0,5,2026
115,CAN BARRICÓ I CAN ESTEGALELLA,7,Aclarida baixa,12.69,2022,2022
116,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2021
117,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2022
118,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2023
119,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2024
120,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2025
121,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2026
122,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2027
123,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2028
124,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2029
125,CAN BARRICÓ I CAN ESTEGALELLA,7,Aprofitament de llenya per consum propi,12.69,1,2030
126,CAN BARRICÓ I CAN ESTEGALELLA,7,Tallada de manteniment d'infraestructures i/o elements singulars,1.0,5,2021
127,CAN BARRICÓ I CAN ESTEGALELLA,7,Tallada de manteniment d'infraestructures i/o elements singulars,1.0,5,2026
128,CAN BARRICÓ I CAN ESTEGALELLA,8,Aclarida baixa,23.03,2024,2024
129,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2021
130,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2022
131,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2023
132,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2024
133,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2025
134,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2026
135,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2027
136,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2028
137,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2029
138,CAN BARRICÓ I CAN ESTEGALELLA,8,Aprofitament de llenya per consum propi,23.03,1,2030
139,CAN BARRICÓ I CAN ESTEGALELLA,8,Tallada de manteniment d'infraestructures i/o elements singulars,2.0,5,2021
140,CAN BARRICÓ I CAN ESTEGALELLA,8,Tallada de manteniment d'infraestructures i/o elements singulars,2.0,5,2026
141,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2021
142,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2022
143,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2023
144,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2024
145,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2025
146,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2026
147,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2027
148,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2028
149,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2029
150,CAN BARRICÓ I CAN ESTEGALELLA,9,Aprofitament de llenya per consum propi,9.55,1,2030
151,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada arreu,4.77,2021,2021
152,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada arreu,4.77,2026,2026
153,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada de manteniment d'infraestructures i/o elements singulars,2.3,5,2021
154,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada de manteniment d'infraestructures i/o elements singulars,2.3,5,2026
155,CAN BARRICÓ I CAN ESTEGALELLA,9,Tallada de selecció,9.55,2021,2021
156,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2021
157,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2022
158,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2023
159,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2024
160,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2025
161,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2026
162,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2027
163,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2028
164,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2029
165,LES VILAS,1,Aprofitament de llenya per consum propi,34.7,1,2030
166,LES VILAS,1,Tallada de manteniment d'infraestructures i/o elements singulars,3.5,5,2021
167,LES VILAS,1,Tallada de manteniment d'infraestructures i/o elements singulars,3.5,5,2026
168,LES VILAS,1,Tallada de selecció,34.7,2022,2022
169,LES VILAS,2,Adevesaments,38.36,2022,2022
170,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2021
171,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2022
172,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2023
173,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2024
174,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2025
175,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2026
176,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2027
177,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2028
178,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2029
179,LES VILAS,2,Aprofitament de llenya per consum propi,35.51,1,2030
180,LES VILAS,2,Tallada de manteniment d'infraestructures i/o elements singulars,4.2,5,2021
181,LES VILAS,2,Tallada de manteniment d'infraestructures i/o elements singulars,4.2,5,2026
182,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2021
183,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2022
184,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2023
185,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2024
186,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2025
187,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2026
188,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2027
189,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2028
190,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2029
191,LES VILAS,3,Aprofitament de llenya per consum propi,17.99,1,2030
192,LES VILAS,3,Tallada de manteniment d'infraestructures i/o elements singulars,2.6,5,2021
193,LES VILAS,3,Tallada de manteniment d'infraestructures i/o elements singulars,2.6,5,2026
194,LES VILAS,3,Tallada de selecció,17.99,2023,2023
195,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2021
196,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2022
197,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2023
198,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2024
199,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2025
200,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2026
201,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2027
202,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2028
203,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2029
204,LES VILAS,4,Aprofitament de llenya per consum propi,27.08,1,2030
205,LES VILAS,4,Tallada de manteniment d'infraestructures i/o elements singulars,3.5,5,2021
206,LES VILAS,4,Tallada de manteniment d'infraestructures i/o elements singulars,3.5,5,2026
207,LES VILAS,4,Tallada de selecció,27.08,2024,2024
208,LES VILAS,5,Adevesaments,27.82,2023,2023
209,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2021
210,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2022
211,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2023
212,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2024
213,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2025
214,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2026
215,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2027
216,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2028
217,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2029
218,LES VILAS,5,Aprofitament de llenya per consum propi,27.82,1,2030
219,LES VILAS,5,Tallada de manteniment d'infraestructures i/o elements singulars,4.5,5,2021
220,LES VILAS,5,Tallada de manteniment d'infraestructures i/o elements singulars,4.5,5,2026
221,LES VILAS,6,Adevesaments,34.66,2024,2024
222,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2021
223,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2022
224,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2023
225,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2024
226,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2025
227,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2026
228,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2027
229,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2028
230,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2029
231,LES VILAS,6,Aprofitament de llenya per consum propi,34.66,1,2030
232,LES VILAS,6,Tallada de manteniment d'infraestructures i/o elements singulars,4.0,5,2021
233,LES VILAS,6,Tallada de manteniment d'infraestructures i/o elements singulars,4.0,5,2026
234,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2021
235,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2022
236,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2023
237,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2024
238,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2025
239,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2026
240,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2027
241,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2028
242,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2029
243,LES VILAS,7,Aprofitament de llenya per consum propi,9.37,1,2030
244,LES VILAS,7,Tallada de manteniment d'infraestructures i/o elements singulars,2.1,5,2021
245,LES VILAS,7,Tallada de manteniment d'infraestructures i/o elements singulars,2.1,5,2026
246,MAS VILLARET,1,Aclarida baixa,2.3,2021,2021
247,MAS VILLARET,1,Tallada de manteniment d'infraestructures i/o elements singulars,0.5,5,2021
248,MAS VILLARET,1,Tallada de manteniment d'infraestructures i/o elements singulars,0.5,5,2026
249,MAS VILLARET,11,Desarrelament arbres i arbustos,1.08,2021,2021
250,MAS VILLARET,11,Despelegrinatge de suro,1.08,2021,2021
251,MAS VILLARET,11,Pela de suro,1.08,2021,2021
252,MAS VILLARET,12,Tallada final,0.31,2021,2021
253,MAS VILLARET,14,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2021
254,MAS VILLARET,14,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2026
255,MAS VILLARET,14,Tallada de selecció,2.3,2024,2024
256,MAS VILLARET,15,Desarrelament arbres i arbustos,9.05,2028,2028
257,MAS VILLARET,15,Tallada de manteniment d'infraestructures i/o elements singulars,1.5,5,2021
258,MAS VILLARET,15,Tallada de manteniment d'infraestructures i/o elements singulars,1.5,5,2026
259,MAS VILLARET,15,Tallada de selecció,9.05,2028,2028
260,MAS VILLARET,15,Tallada final,1.0,2028,2028
261,MAS VILLARET,16,Aclarida baixa,1.42,2028,2028
262,MAS VILLARET,16,Tallada de manteniment d'infraestructures i/o elements singulars,0.1,5,2021
263,MAS VILLARET,16,Tallada de manteniment d'infraestructures i/o elements singulars,0.1,5,2026
264,MAS VILLARET,17,Desarrelament arbres i arbustos,16.14,2025,2025
265,MAS VILLARET,17,Tallada de manteniment d'infraestructures i/o elements singulars,1.2,5,2021
266,MAS VILLARET,17,Tallada de manteniment d'infraestructures i/o elements singulars,1.2,5,2026
267,MAS VILLARET,17,Tallada de selecció,16.14,2021,2021
268,MAS VILLARET,17,Tallada final,1.3,2021,2021
269,MAS VILLARET,18,Desarrelament arbres i arbustos,8.4,2021,2021
270,MAS VILLARET,18,Tallada de manteniment d'infraestructures i/o elements singulars,1.0,5,2021
271,MAS VILLARET,18,Tallada de manteniment d'infraestructures i/o elements singulars,1.0,5,2026
272,MAS VILLARET,18,Tallada de selecció,8.4,2021,2021
273,MAS VILLARET,18,Tallada final,0.8,2021,2021
274,MAS VILLARET,19,Desarrelament arbres i arbustos,5.45,2021,2021
275,MAS VILLARET,19,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2021
276,MAS VILLARET,19,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2026
277,MAS VILLARET,19,Tallada de selecció,5.45,2021,2021
278,MAS VILLARET,19,Tallada final,0.4,2021,2021
279,MAS VILLARET,2,Tallada de manteniment d'infraestructures i/o elements singulars,1.2,5,2021
280,MAS VILLARET,2,Tallada de manteniment d'infraestructures i/o elements singulars,1.2,5,2026
281,MAS VILLARET,2,Tallada final,1.0,2021,2021
282,MAS VILLARET,2,Tallada final,13.86,2021,2021
283,MAS VILLARET,20,Aclarida baixa,2.2,2024,2024
284,MAS VILLARET,20,Tallada de manteniment d'infraestructures i/o elements singulars,0.1,5,2021
285,MAS VILLARET,20,Tallada de manteniment d'infraestructures i/o elements singulars,0.1,5,2026
286,MAS VILLARET,21,Tallada de manteniment d'infraestructures i/o elements singulars,0.12,5,2021
287,MAS VILLARET,21,Tallada de manteniment d'infraestructures i/o elements singulars,0.12,5,2026
288,MAS VILLARET,22,Aclarida baixa,1.33,2021,2021
289,MAS VILLARET,22,Reforestació per plantació,1.33,2030,2030
290,MAS VILLARET,22,Tallada final,1.33,2030,2030
291,MAS VILLARET,23,Aprofitament de llenya per consum propi,0.51,3,2021
292,MAS VILLARET,23,Aprofitament de llenya per consum propi,0.51,3,2024
293,MAS VILLARET,23,Aprofitament de llenya per consum propi,0.51,3,2027
294,MAS VILLARET,23,Aprofitament de llenya per consum propi,0.51,3,2030
295,MAS VILLARET,24,Aclarida baixa,2.04,2024,2024
296,MAS VILLARET,24,Aprofitament de llenya per consum propi,2.04,5,2021
297,MAS VILLARET,24,Aprofitament de llenya per consum propi,2.04,5,2026
298,MAS VILLARET,25,Aclarida baixa,1.75,2024,2024
299,MAS VILLARET,25,Tallada de manteniment d'infraestructures i/o elements singulars,0.7,3,2021
300,MAS VILLARET,25,Tallada de manteniment d'infraestructures i/o elements singulars,0.7,3,2024
